Level: Local,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:Total (thousands), Nominal,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Year,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
Wyoming,2007,"$1,221,634.00","$930,406.00","$291,228.00","$246,272.00","$220,659.00","$25,613.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$17,934.00",$0.00,"$7,679.00","$30,972.00",$59.00,$0.00,"$17,171.00","$17,171.00",$0.00,"$13,742.00",$0.00,$0.00,$0.00,$0.00,"$13,984.00"
Wyoming,2008,"$1,295,455.00","$981,260.00","$314,195.00","$268,019.00","$237,895.00","$30,124.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$18,025.00",$0.00,"$12,099.00","$35,877.00",$15.00,$0.00,"$18,855.00","$18,855.00",$0.00,"$17,007.00",$0.00,$0.00,$0.00,$0.00,"$10,299.00"
Wyoming,2009,"$1,305,467.00","$996,716.00","$308,751.00","$263,493.00","$228,633.00","$34,860.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$19,881.00",$0.00,"$14,979.00","$33,363.00",$0.00,$0.00,"$19,590.00","$19,590.00",$0.00,"$13,773.00",$0.00,$0.00,$0.00,$0.00,"$11,895.00"
Wyoming,2010,"$1,362,370.00","$1,103,297.00","$259,073.00","$211,846.00","$177,001.00","$34,845.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$20,187.00",$0.00,"$14,658.00","$33,870.00",$0.00,$0.00,"$20,922.00","$20,922.00",$0.00,"$12,948.00",$0.00,$0.00,$0.00,$0.00,"$13,357.00"
Wyoming,2011,"$1,211,869.00","$946,071.00","$265,798.00","$221,118.00","$184,765.00","$36,353.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$20,989.00",$0.00,"$15,364.00","$31,768.00",$0.00,$0.00,"$19,479.00","$19,479.00",$0.00,"$12,289.00",$0.00,$0.00,$0.00,$0.00,"$12,912.00"
Wyoming,2012,"$1,224,875.00","$970,350.00","$254,525.00","$209,170.00","$165,632.00","$43,538.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$20,349.00",$0.00,"$23,189.00","$32,294.00",$0.00,$0.00,"$16,764.00","$16,764.00",$0.00,"$15,530.00",$0.00,$0.00,$0.00,$0.00,"$13,061.00"
Wyoming,2013,"$1,157,775.00","$915,895.00","$241,880.00","$193,201.00","$153,613.00","$39,588.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$21,009.00",$0.00,"$18,579.00","$32,175.00",$0.00,$0.00,"$18,249.00","$18,249.00",$0.00,"$13,926.00",$0.00,$0.00,$0.00,$0.00,"$16,504.00"
Wyoming,2014,"$1,290,804.00","$1,006,945.00","$283,859.00","$231,385.00","$192,399.00","$38,986.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$23,790.00",$0.00,"$15,196.00","$38,907.00",$0.00,$0.00,"$21,585.00","$21,585.00",$0.00,"$17,322.00",$0.00,$0.00,$0.00,$0.00,"$13,567.00"
Wyoming,2015,"$1,300,147.00","$1,027,184.00","$272,963.00","$216,403.00","$177,885.00","$38,518.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$24,772.00",$0.00,"$13,746.00","$43,702.00",$0.00,$0.00,"$23,717.00","$23,717.00",$0.00,"$19,985.00",$0.00,$0.00,$0.00,$0.00,"$12,858.00"
Wyoming,2016,"$1,253,124.00","$1,042,413.00","$210,711.00","$155,912.00","$117,441.00","$38,471.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$24,911.00",$0.00,"$13,560.00","$40,290.00",$0.00,$0.00,"$24,502.00","$24,502.00",$0.00,"$15,788.00",$0.00,$0.00,$0.00,$0.00,"$14,509.00"
Wyoming,2017,"$1,167,471.00","$992,640.00","$174,831.00","$120,954.00","$89,338.00","$31,616.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$24,926.00",$0.00,"$6,690.00","$37,837.00",$0.00,$0.00,"$22,255.00","$22,255.00",$0.00,"$15,582.00",$0.00,$0.00,$0.00,$0.00,"$16,040.00"
Colorado,1994,"$4,048,178.00","$2,643,972.00","$1,404,206.00","$1,261,424.00","$1,141,627.00","$119,797.00",$68.00,$0.00,$0.00,$4.00,$0.00,"$65,202.00",$295.00,"$54,228.00","$16,923.00",$0.00,$0.00,"$16,923.00","$16,923.00",$0.00,$0.00,$655.00,$655.00,$0.00,$0.00,"$125,204.00"
Colorado,1995,"$4,210,141.00","$2,720,449.00","$1,489,692.00","$1,334,136.00","$1,210,436.00","$123,700.00",$72.00,$0.00,$0.00,$5.00,$0.00,"$67,097.00",$187.00,"$56,339.00","$21,032.00",$0.00,$0.00,"$21,032.00","$21,032.00",$0.00,$0.00,$718.00,$718.00,$0.00,$0.00,"$133,806.00"
Colorado,1996,"$4,422,861.00","$2,840,547.00","$1,582,314.00","$1,416,748.00","$1,288,899.00","$127,849.00",$70.00,$0.00,$0.00,$0.00,$0.00,"$64,274.00",$178.00,"$63,327.00","$21,731.00",$0.00,$0.00,"$21,731.00","$21,731.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$143,835.00"
Colorado,1997,"$4,812,127.00","$2,968,854.00","$1,843,273.00","$1,656,048.00","$1,498,034.00","$158,014.00",$137.00,$0.00,$0.00,$3.00,$0.00,"$68,313.00","$1,670.00","$87,891.00","$28,557.00",$0.00,$0.00,"$28,557.00","$28,557.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$158,668.00"
Colorado,1998,"$5,072,740.00","$3,152,368.00","$1,920,372.00","$1,704,614.00","$1,543,910.00","$160,704.00",$136.00,$0.00,$0.00,$0.00,$0.00,"$77,374.00","$1,189.00","$82,005.00","$28,958.00",$0.00,$0.00,"$28,958.00","$28,958.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$186,800.00"
Colorado,1999,"$5,548,692.00","$3,413,607.00","$2,135,085.00","$1,861,772.00","$1,677,603.00","$184,169.00",$130.00,$0.00,$0.00,$0.00,$0.00,"$100,388.00","$1,739.00","$81,912.00","$32,053.00",$0.00,$0.00,"$32,053.00","$32,053.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$241,260.00"
Colorado,2000,"$6,141,141.00","$3,679,814.00","$2,461,327.00","$2,138,767.00","$1,925,909.00","$212,858.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$95,516.00",$599.00,"$116,743.00","$33,964.00",$0.00,$0.00,"$33,964.00","$33,964.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$288,596.00"
Colorado,2002,"$6,976,853.00","$4,162,161.00","$2,814,692.00","$2,467,454.00","$2,225,739.00","$241,715.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$105,538.00",$0.00,"$136,177.00","$32,276.00",$0.00,$0.00,"$32,276.00","$32,276.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$314,962.00"
Colorado,2004,"$7,530,105.00","$4,722,286.00","$2,807,819.00","$2,496,034.00","$2,256,222.00","$239,812.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$118,644.00",$0.00,"$121,168.00","$32,975.00",$0.00,$0.00,"$32,975.00","$32,975.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$278,810.00"
Colorado,2005,"$8,034,167.00","$4,942,190.00","$3,091,977.00","$2,639,290.00","$2,387,908.00","$251,382.00",$0.00,"$4,870.00",$0.00,$0.00,$308.00,"$148,571.00",$939.00,"$96,694.00","$315,470.00","$1,408.00",$0.00,"$33,077.00","$33,077.00",$0.00,"$280,985.00",$0.00,$0.00,$0.00,$0.00,"$137,217.00"
Colorado,2006,"$8,746,024.00","$5,313,605.00","$3,432,419.00","$2,963,156.00","$2,695,670.00","$267,486.00",$0.00,"$7,068.00",$0.00,$0.00,$162.00,"$159,423.00",$0.00,"$100,833.00","$324,868.00","$1,439.00",$0.00,"$28,548.00","$28,548.00",$0.00,"$294,881.00",$0.00,$0.00,$0.00,$0.00,"$144,395.00"
Colorado,2007,"$9,382,345.00","$5,604,419.00","$3,777,926.00","$3,166,510.00","$2,867,261.00","$299,249.00",$0.00,"$15,234.00",$0.00,$0.00,$211.00,"$123,100.00","$4,248.00","$156,456.00","$363,069.00","$1,541.00",$0.00,"$55,775.00","$55,775.00",$0.00,"$305,753.00",$0.00,$0.00,$0.00,$0.00,"$248,347.00"
Colorado,2008,"$9,964,367.00","$6,043,028.00","$3,921,339.00","$3,314,804.00","$2,990,264.00","$324,540.00",$0.00,"$11,759.00",$0.00,$0.00,"$10,158.00","$115,765.00","$6,036.00","$180,822.00","$370,221.00","$1,084.00",$0.00,"$71,632.00","$71,632.00",$0.00,"$297,505.00",$0.00,$0.00,$0.00,$0.00,"$236,314.00"
Colorado,2009,"$10,735,095.00","$6,563,304.00","$4,171,791.00","$3,615,069.00","$3,257,066.00","$358,003.00",$0.00,"$11,213.00",$0.00,$0.00,$63.00,"$123,312.00","$1,867.00","$221,548.00","$345,929.00","$2,187.00",$0.00,"$81,488.00","$81,488.00",$0.00,"$262,254.00",$0.00,$0.00,$0.00,$0.00,"$210,793.00"
Colorado,2010,"$10,902,513.00","$6,869,242.00","$4,033,271.00","$3,507,594.00","$3,223,277.00","$284,317.00",$0.00,"$8,054.00",$0.00,$0.00,$0.00,"$128,166.00","$1,912.00","$146,185.00","$316,408.00","$1,761.00",$0.00,"$68,856.00","$68,856.00",$0.00,"$245,791.00",$0.00,$0.00,$0.00,$0.00,"$209,269.00"
Colorado,2011,"$10,916,257.00","$6,928,434.00","$3,987,823.00","$3,471,324.00","$3,173,038.00","$298,286.00",$0.00,"$7,160.00",$0.00,$0.00,$0.00,"$129,197.00","$1,552.00","$160,377.00","$321,867.00","$1,766.00",$0.00,"$50,491.00","$50,491.00",$0.00,"$269,610.00",$0.00,$0.00,$0.00,$0.00,"$194,632.00"
Colorado,2012,"$10,900,378.00","$6,966,432.00","$3,933,946.00","$3,533,154.00","$3,178,038.00","$355,116.00",$0.00,"$23,727.00",$0.00,$0.00,$0.00,"$147,111.00","$2,219.00","$182,059.00","$280,416.00","$1,883.00",$0.00,"$58,983.00","$58,983.00",$0.00,"$219,550.00",$0.00,$0.00,$0.00,$0.00,"$120,376.00"
Colorado,2013,"$11,224,836.00","$7,108,466.00","$4,116,370.00","$3,705,315.00","$3,347,007.00","$358,308.00",$0.00,"$22,271.00",$0.00,$0.00,$0.00,"$148,618.00","$1,722.00","$185,697.00","$305,154.00","$1,954.00",$0.00,"$69,203.00","$69,203.00",$0.00,"$233,997.00",$0.00,$0.00,$0.00,$0.00,"$105,901.00"
Colorado,2014,"$11,590,421.00","$7,333,835.00","$4,256,586.00","$3,827,521.00","$3,453,087.00","$374,434.00",$0.00,"$22,125.00",$0.00,$0.00,$0.00,"$155,310.00","$1,771.00","$195,228.00","$336,929.00","$2,899.00",$0.00,"$74,462.00","$74,462.00",$0.00,"$259,568.00",$0.00,$0.00,$0.00,$0.00,"$92,136.00"
Colorado,2015,"$11,893,982.00","$7,369,435.00","$4,524,547.00","$4,052,192.00","$3,655,757.00","$396,435.00",$0.00,"$24,273.00",$0.00,$0.00,$0.00,"$170,516.00","$1,762.00","$199,884.00","$368,718.00","$3,312.00",$0.00,"$82,378.00","$82,378.00",$0.00,"$283,028.00",$0.00,$0.00,$0.00,$0.00,"$103,637.00"
Colorado,2016,"$12,824,409.00","$7,909,040.00","$4,915,369.00","$4,385,381.00","$3,981,239.00","$404,142.00",$0.00,"$29,288.00",$0.00,$0.00,$21.00,"$162,010.00","$1,812.00","$211,011.00","$422,567.00","$3,071.00",$0.00,"$87,747.00","$87,747.00",$0.00,"$331,749.00",$0.00,$0.00,$0.00,$0.00,"$107,421.00"
Colorado,2017,"$14,183,110.00","$8,668,571.00","$5,514,539.00","$4,982,319.00","$4,539,034.00","$443,285.00",$0.00,"$33,551.00",$0.00,$0.00,$23.00,"$154,788.00","$1,565.00","$253,358.00","$401,757.00","$2,960.00",$0.00,"$85,718.00","$85,718.00",$0.00,"$313,079.00",$0.00,$0.00,$0.00,$0.00,"$130,463.00"
Connecticut,1994,"$4,430,236.00","$4,379,482.00","$50,754.00",$182.00,$50.00,$132.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,$131.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,572.00"
Connecticut,1995,"$4,602,019.00","$4,549,580.00","$52,439.00",$122.00,$52.00,$70.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,$69.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$52,317.00"
Connecticut,1996,"$4,712,798.00","$4,657,077.00","$55,721.00",$73.00,$0.00,$73.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$73.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$55,648.00"
Connecticut,1997,"$4,965,411.00","$4,902,252.00","$63,159.00",$459.00,$0.00,$459.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$434.00,$4.00,$0.00,$0.00,$4.00,$4.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$62,696.00"
Connecticut,1998,"$5,093,582.00","$5,017,619.00","$75,963.00",$734.00,$0.00,$734.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$734.00,$756.00,$0.00,$0.00,$756.00,$756.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$74,473.00"
Connecticut,1999,"$5,265,059.00","$5,174,841.00","$90,218.00",$750.00,$0.00,$750.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$750.00,$464.00,$0.00,$0.00,$464.00,$464.00,$0.00,$0.00,$396.00,$396.00,$0.00,$0.00,"$88,608.00"
Connecticut,2000,"$5,479,828.00","$5,407,465.00","$72,363.00",$451.00,$0.00,$451.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$451.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$71,912.00"
Connecticut,2002,"$6,092,141.00","$5,995,482.00","$96,659.00",$71.00,$0.00,$71.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$71.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$96,588.00"
Connecticut,2004,"$6,928,825.00","$6,801,676.00","$127,149.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$127,149.00"
Connecticut,2005,"$7,312,084.00","$7,155,644.00","$156,440.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$98,918.00",$1.00,$0.00,$0.00,$0.00,$0.00,"$98,917.00",$0.00,$0.00,$0.00,$0.00,"$57,522.00"
Connecticut,2006,"$7,741,689.00","$7,567,866.00","$173,823.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$128,236.00",$1.00,$0.00,$0.00,$0.00,$0.00,"$128,235.00",$0.00,$0.00,$0.00,$0.00,"$45,587.00"
Connecticut,2007,"$8,290,766.00","$8,116,026.00","$174,740.00","$1,934.00",$0.00,"$1,934.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,920.00",$0.00,$14.00,"$113,229.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$113,229.00",$0.00,$0.00,$0.00,$0.00,"$59,577.00"
Connecticut,2008,"$8,568,438.00","$8,373,808.00","$194,630.00","$1,997.00",$0.00,"$1,997.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,982.00",$0.00,$15.00,"$149,945.00",$124.00,$0.00,$0.00,$0.00,$0.00,"$149,821.00",$0.00,$0.00,$0.00,$0.00,"$42,688.00"
Connecticut,2009,"$9,128,164.00","$8,996,141.00","$132,023.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$98,451.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$98,451.00",$0.00,$0.00,$0.00,$0.00,"$33,572.00"
Connecticut,2010,"$9,315,620.00","$9,192,989.00","$122,631.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$91,723.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$91,723.00",$0.00,$0.00,$0.00,$0.00,"$30,908.00"
Connecticut,2011,"$9,562,097.00","$9,438,137.00","$123,960.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$83,650.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$83,650.00",$0.00,$0.00,$0.00,$0.00,"$40,310.00"
Connecticut,2012,"$9,538,632.00","$9,424,133.00","$114,499.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$85,937.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$85,937.00",$0.00,$0.00,$0.00,$0.00,"$28,562.00"
Connecticut,2013,"$9,795,803.00","$9,662,643.00","$133,160.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$96,478.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$96,478.00",$0.00,$0.00,$0.00,$0.00,"$36,682.00"
Connecticut,2014,"$10,117,164.00","$9,969,285.00","$147,879.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$108,070.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$108,070.00",$0.00,$0.00,$0.00,$0.00,"$39,809.00"
Connecticut,2015,"$10,379,046.00","$10,219,905.00","$159,141.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$123,156.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$123,156.00",$0.00,$0.00,$0.00,$0.00,"$35,985.00"
Connecticut,2016,"$10,659,218.00","$10,501,407.00","$157,811.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$121,844.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$121,844.00",$0.00,$0.00,$0.00,$0.00,"$35,967.00"
Connecticut,2017,"$10,951,648.00","$10,791,807.00","$159,841.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$121,468.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$121,468.00",$0.00,$0.00,$0.00,$0.00,"$38,373.00"
Delaware,1994,"$316,810.00","$262,227.00","$54,583.00","$1,737.00",$0.00,"$1,737.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,716.00",$0.00,$21.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,954.00","$28,954.00",$0.00,$0.00,"$23,892.00"
Delaware,1995,"$343,898.00","$282,824.00","$61,074.00","$1,913.00",$0.00,"$1,913.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,913.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,024.00","$31,024.00",$0.00,$0.00,"$28,137.00"
Delaware,1996,"$362,421.00","$299,255.00","$63,166.00","$1,649.00",$0.00,"$1,649.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,649.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$33,517.00","$33,517.00",$0.00,$0.00,"$28,000.00"
Delaware,1997,"$412,470.00","$341,740.00","$70,730.00","$3,138.00",$0.00,"$3,138.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,142.00",$0.00,$996.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$34,249.00","$34,249.00",$0.00,$0.00,"$33,343.00"
Delaware,1998,"$412,347.00","$335,162.00","$77,185.00","$2,452.00",$0.00,"$2,452.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,718.00",$0.00,$734.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$43,191.00","$43,191.00",$0.00,$0.00,"$31,542.00"
Delaware,1999,"$440,963.00","$348,517.00","$92,446.00","$3,085.00",$0.00,"$3,085.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,680.00",$0.00,"$1,405.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,814.00","$42,814.00",$0.00,$0.00,"$46,547.00"
Delaware,2000,"$486,497.00","$382,491.00","$104,006.00","$8,241.00",$0.00,"$8,241.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,467.00",$0.00,"$6,774.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$41,484.00","$41,484.00",$0.00,$0.00,"$54,281.00"
Delaware,2002,"$513,498.00","$399,939.00","$113,559.00","$3,363.00",$0.00,"$3,363.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,207.00",$0.00,"$1,156.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$46,763.00","$46,763.00",$0.00,$0.00,"$63,433.00"
Delaware,2004,"$618,846.00","$453,198.00","$165,648.00","$11,051.00",$0.00,"$11,051.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,223.00",$0.00,"$7,828.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$46,772.00","$46,772.00",$0.00,$0.00,"$107,825.00"
Delaware,2005,"$687,170.00","$485,848.00","$201,322.00","$8,187.00",$0.00,"$8,187.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,959.00",$0.00,"$4,228.00","$34,707.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$34,707.00","$49,782.00","$49,782.00",$0.00,$0.00,"$108,646.00"
Delaware,2006,"$757,687.00","$530,764.00","$226,923.00","$9,033.00",$0.00,"$9,033.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,315.00",$0.00,"$4,718.00","$33,777.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$33,777.00","$57,919.00","$57,919.00",$0.00,$0.00,"$126,194.00"
Delaware,2007,"$749,231.00","$567,317.00","$181,914.00","$2,851.00",$0.00,"$2,851.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,750.00",$0.00,$101.00,"$30,071.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$30,071.00","$47,837.00","$47,837.00",$0.00,$0.00,"$101,155.00"
Delaware,2008,"$788,407.00","$607,355.00","$181,052.00","$7,666.00",$0.00,"$7,666.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,516.00",$0.00,"$4,150.00","$25,229.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$25,229.00","$56,812.00","$56,812.00",$0.00,$0.00,"$91,345.00"
Delaware,2009,"$817,130.00","$666,221.00","$150,909.00","$10,946.00",$0.00,"$10,946.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,816.00",$0.00,"$7,130.00","$23,414.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$23,414.00","$59,966.00","$55,906.00","$4,060.00",$0.00,"$56,583.00"
Delaware,2010,"$854,923.00","$706,469.00","$148,454.00","$10,669.00",$0.00,"$10,669.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$5,007.00",$0.00,"$5,662.00","$24,206.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$24,206.00","$58,839.00","$54,146.00","$4,693.00",$0.00,"$54,740.00"
Delaware,2011,"$853,921.00","$705,042.00","$148,879.00","$12,929.00",$0.00,"$12,929.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$5,597.00",$0.00,"$7,332.00","$23,373.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$23,373.00","$56,550.00","$51,732.00","$4,818.00",$0.00,"$56,027.00"
Delaware,2012,"$847,707.00","$695,073.00","$152,634.00","$13,900.00",$0.00,"$13,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,929.00",$0.00,"$8,971.00","$26,446.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$26,446.00","$60,855.00","$55,815.00","$5,040.00",$0.00,"$51,433.00"
Delaware,2013,"$905,262.00","$742,183.00","$163,079.00","$13,958.00",$0.00,"$13,958.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$5,177.00",$0.00,"$8,781.00","$27,674.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$27,674.00","$61,997.00","$56,558.00","$5,439.00",$0.00,"$59,450.00"
Delaware,2014,"$947,648.00","$775,033.00","$172,615.00","$15,094.00",$0.00,"$15,094.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,971.00",$0.00,"$11,123.00","$29,746.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$29,746.00","$61,366.00","$55,819.00","$5,547.00",$0.00,"$66,409.00"
Delaware,2015,"$988,640.00","$808,922.00","$179,718.00","$15,906.00",$0.00,"$15,906.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,528.00",$0.00,"$11,378.00","$32,086.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$32,086.00","$63,639.00","$57,892.00","$5,747.00",$0.00,"$68,087.00"
Delaware,2016,"$1,010,131.00","$819,763.00","$190,368.00","$16,320.00",$0.00,"$16,320.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,407.00",$0.00,"$11,913.00","$33,826.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$33,826.00","$63,099.00","$57,554.00","$5,545.00",$0.00,"$77,123.00"
Delaware,2017,"$1,087,313.00","$883,217.00","$204,096.00","$16,874.00",$0.00,"$16,874.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,554.00",$0.00,"$12,320.00","$34,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$34,500.00",$0.00,$0.00,$0.00,$0.00,"$152,722.00"
DC,1994,"$2,523,440.00","$811,009.00","$1,712,431.00","$805,450.00","$458,555.00","$346,895.00","$4,878.00",$0.00,"$36,333.00","$35,759.00",$0.00,"$174,186.00","$21,721.00","$74,018.00","$48,858.00","$2,584.00","$4,871.00","$14,501.00","$12,766.00","$1,735.00","$26,902.00","$800,868.00","$650,660.00","$150,208.00","$11,714.00","$45,541.00"
